k_hMpc,Pk_K2
0.8022588297605101,755.9233409553327
0.8226217678940791,744.888456514059
0.8435015582379949,733.4599648807208
0.8649113195379693,721.6329995215583
0.8868645035197932,709.4036400127776
0.9093749033410365,696.7690288753892
0.9324566622572726,683.7274943445199
0.9561242825082673,670.278678595132
0.9803926344297176,656.4236707843166
1.005276965796265,642.1651440883204
1.0307929114016527,627.5074957097987
1.0569565028820462,612.4569886075681
1.0837841787886928,597.0218934580158
1.1112927949162374,581.2126290957572
1.1394996348932005,565.0418994033796
1.1684224210412588,548.5248243296239
1.1980793255101576,531.6790624166555
1.2284889816952498,514.5249219162654
1.2596704959448333,497.0854572794876
1.2916434595646467,479.3865475235573
1.3244279611270606,461.4569527255923
1.3580445990927035,443.3283446769436
1.3925144947524464,425.03530757091073
1.4278593054978848,406.61530450635104
1.4641012384286496,388.1086055892005
1.5012630643050993,369.55817352292814
1.53936813185516,351.00950281814977
1.5784403824443018,332.51040914179765
1.6185043651178677,314.11076588729446
1.6595852520252077,295.86218579703933
1.7017088542353087,277.81764642168247
1.7449016379538556,260.0310593665594
1.7891907411519148,242.55678465679256
1.834603990616688,225.44909314254375
1.881169919435045,208.76158164730748
1.9289177849208283,192.54654750460938
1.9778775869971847,176.85433118689116
2.028080087045479,161.73263784349913
2.0795568272326306,147.22585065457315
2.1323401503290187,133.37435087975962
2.1864632200294007,120.21386122554279
2.241960041789622,107.77483055099954
2.2988654841921994,96.08187884992522
2.3572153008542074,85.15332175758824
2.417046152891231,75.00079341029067
2.478395631951496,65.62898523027745
2.541302283834656,57.035516040892404
2.605805632710069,49.21094580138489
2.671946205949781,42.13894120385449
2.739765559591824,35.7965964752916
2.809306304449822,30.154907123984927
2.8806121328853083,25.179388282645267
2.953727846259585,20.83082302078441
3.0286993830823534,17.066119875835433
3.1055738478748385,13.839253277195365
3.1843995407654773,11.102255916461624
3.265225987836842,8.806228840386776
3.348103972242812,6.902333446365081
3.4330855661155644,5.3427298870214095
3.5202241632824274,4.081428756302365
3.6095745128131558,3.0750272944551376
3.701192753418701,2.2833075031677517
3.7951364487230923,1.6696811264713185
3.8914646234305876,1.2014749027943499
3.9902378004108208,0.8500581988057261
4.091518038725243,0.5908234198714464
4.195368972618753,0.4030368018067834
4.301855851501013,0.2695827665956417
4.411045580942566,0.17662857423082176
4.523006764711525,0.11323733568947429
4.63780974787723,0.07095661048094523
4.755526661007971,0.04340705981577731
4.876231465490522,0.025891409024473254
5.000000000000001,0.01503885415528778
